250,2.081952637260053,1.0935942949862758,14.30859375,253.3828125,False
260,2.171629122839737,1.131613547627214,15.28125,254.2578125,False
50,0.5017371436011885,0.20638370755902058,3.1484375,223.51953125,False
60,0.6089575889144629,0.25653178112499136,3.57421875,232.53515625,False
70,0.6877327236693441,0.30902039173088797,4.05859375,236.8359375,False
80,0.7927345241771481,0.36213763888143646,4.75,236.359375,False
90,0.8587172904427615,0.40890773377136086,5.08984375,240.56640625,False
100,0.9560587728749719,0.4579502192921694,5.671875,242.40625,False
200,1.7570683920480834,0.9110208883295445,11.40625,252.4609375,False
300,2.379871998994417,1.2609182352880903,17.171875,254.33203125,False
400,2.818380292771091,1.5026939271062043,23.0,255.62890625,False
500,3.154227304392606,1.6823235049646161,28.9375,255.8671875,False
1000,3.4907570155522563,1.8656618789338235,57.625,256.0,False
2000,3.188751855202996,1.6109846945147086,115.875,256.0,False
3000,2.988347988295271,1.4438257919367639,172.87109375,256.0,False
4000,2.8801324607777983,1.3490605335580874,229.59765625,256.0,False
5000,2.81131580091727,1.283449362387062,287.22265625,256.0,False
10000,2.632947234793146,1.1315783173925675,578.15234375,256.0,False
20000,2.524984739186727,1.039144359165201,1152.46484375,256.0,False
30000,2.49162756363659,1.0073276550685135,1728.13671875,256.0,False
40000,2.4714093791417175,0.9909404861727003,2308.78125,256.0,False
50000,2.4620745875033725,0.98205230223535,2884.30078125,256.0,False
100000,2.4402943556418535,0.9624445080210324,5762.17578125,256.0,False
